Accrued Expense,Adopted,Agency,Budget Code,Budget Name,Cash Expense,Committed,Department,Encumbered,Expense Category,Modified,Post Adjustments,Pre-Encumbered,Year
0.00,274258.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,100203.16,100203.16,CATEGORICAL PROGRAMS - PS,0.00,LONGEVITY DIFFERENTIAL,274258.00,0.00,0.00,2024
0.00,273340.00,Department of Education,4801,SE CLASSROOM INSTRUCTION - E/M,0.00,0.00,SE INSTR & SCH LEADERSHIP - PS,0.00,SUPPLEMENTAL EMPLOYEE WELF BEN,273340.00,0.00,0.00,2024
0.00,272518.00,Department of Education,2647,COMMITTEE ON SPECIAL EDUCATION,23820.02,23820.02,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,TEMPORARY SERVICES,272518.00,0.00,0.00,2024
0.00,40000.00,Department of Education,5111,RELATED SERVICES - CITYWIDE SPECIAL EDUC,337198.19,337198.19,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,271655.00,0.00,0.00,2024
0.00,271325.00,Department of Education,8837,ACCESSIBILITY IMPROVEMENTS IN SCHOOLS CD,75373.61,75373.61,CATEGORICAL PROGRAMS - PS,0.00,FULL YEAR POSITIONS,271325.00,0.00,0.00,2024
0.00,271000.00,Department of Education,7265,OFFICE OF LEGAL SERVICES,67764.96,67764.96,CENTRAL ADMINISTRATION - PS,0.00,TERMINAL LEAVE,271000.00,0.00,0.00,2024
0.00,268900.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,76867.02,76867.02,CATEGORICAL PROGRAMS - OTPS,0.00,LIBRARY BOOKS,268900.00,0.00,0.00,2024
0.00,268360.00,Department of Education,7413,Financial Systems and Business Ops,739223.13,739223.13,CENTRAL ADMINISTRATION - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,268360.00,0.00,0.00,2024
0.00,248098.00,Department of Education,2650,Office of Community Schools,159224.83,159224.83,SCHOOL SUPPORT ORGANIZATION,0.00,FULL YEAR POSITIONS,267608.00,0.00,0.00,2024
0.00,267254.00,Department of Education,8827,PRE-K FOR THREE-YEAR-OLDS CENTRAL,98372.04,98372.04,UNIVERSAL PRE-K - PS,0.00,SOCIAL SECURITY CONTRIBUTIONS,267254.00,0.00,0.00,2024
0.00,262611.00,Department of Education,8765,PRE-K FOR THREE-YEAR-OLDS,5824795.83,5824795.83,UNIVERSAL PRE-K - PS,0.00,UNSALARIED,262611.00,0.00,0.00,2024
0.00,262098.00,Department of Education,2648,Youth & Parents,0.00,0.00,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,PROF SERV OTHER,262098.00,0.00,0.00,2024
0.00,0.00,Department of Education,1487,FUEL,260336.22,260336.22,ENERGY AND LEASES - OTPS,0.00,MOTOR VEHICLE FUEL,260337.00,0.00,0.00,2024
0.00,259945.00,Department of Education,7315,RECRUITMENT,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,259945.00,0.00,0.00,2024
0.00,259940.00,Department of Education,4148,Literacy Collab on behalf of Schools,201754.25,201754.25,GE INSTR & SCH LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,259940.00,0.00,0.00,2024
0.00,256956.00,Department of Education,4320,BEFORE/AFTR SCH TIME & EXTEND - ELEM/MID,40474.00,40474.00,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,256956.00,0.00,0.00,2024
0.00,256025.00,Department of Education,8765,PRE-K FOR THREE-YEAR-OLDS,0.00,0.00,UNIVERSAL PRE-K - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,256025.00,0.00,0.00,2024
0.00,216081.00,Department of Education,4662,PSAL,864824.09,864824.09,GE INSTR & SCH LEADERSHIP - PS,0.00,FULL YEAR POSITIONS,254665.00,0.00,0.00,2024
675491.15,254500.00,Department of Education,1108,GENERAL EDUCATION BUSES,2342856.85,3018348.00,PUPIL TRANSPORTATION - OTPS,0.00,PROF SERV OTHER,254500.00,0.00,0.00,2024
0.00,253346.00,Department of Education,5113,CITYWIDE PLACEMENT,285716.30,285716.30,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,FULL YEAR POSITIONS,253346.00,0.00,0.00,2024
0.00,250000.00,Department of Education,4605,INSTRUCTIONAL SUPPORT SERVICES - HS,167634.08,167634.08,GE INSTR & SCH LEADERSHIP - PS,0.00,NON-PENSIONABLE-PREPARATION PD,250000.00,0.00,0.00,2024
0.00,250000.00,Department of Education,4660,LYFE PROGRAM,24161.50,24161.50,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,250000.00,0.00,0.00,2024
0.00,250000.00,Department of Education,1229,DIRECT FIELD OPERATIONS,0.00,0.00,SCHOOL FOOD SERVICES - OTPS,0.00,SECURITY SERVICES,250000.00,0.00,0.00,2024
0.00,250000.00,Department of Education,2128,NON-RESIDENT TUITION / FOSTER CARE,522552.13,522552.13,CONTRACT SCHOOLS/FOSTER/CH 683 PMTS,0.00,TRANSPORTATION OF PUPILS,250000.00,0.00,0.00,2024
0.00,247000.00,Department of Education,7259,OFFICE OF LABOR RELATIONS,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV DIRECT EDUC SERV,247000.00,0.00,0.00,2024
0.00,318781.00,City University of New York,6410,ADULT CONTINUING EDUCATION SR,5836.30,5836.30,COMMUNITY COLLEGE-OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,246281.00,0.00,0.00,2024
0.00,245996.00,Department of Education,4605,INSTRUCTIONAL SUPPORT SERVICES - HS,493291.59,493291.59,GE INSTR & SCH LEADERSHIP - PS,0.00,OVERTIME,245996.00,0.00,0.00,2024
0.00,245000.00,Department of Education,7719,DIIT,21882.39,21882.39,CENTRAL ADMINISTRATION - PS,0.00,TERMINAL LEAVE,245000.00,0.00,0.00,2024
0.00,242900.00,Department of Education,6102,ULIT CENTRAL,0.00,0.00,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,242900.00,0.00,0.00,2024
0.00,241976.00,Department of Education,4664,BIG APPLE GAMES,0.00,0.00,GE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,241976.00,0.00,0.00,2024
0.00,238754.00,Department of Education,7731,OFFICE OF PURCHASING MANAGEMENT,503456.06,503456.06,CENTRAL ADMINISTRATION - OTPS,0.00,TEMPORARY SERVICES,238754.00,0.00,0.00,2024
0.00,238786.00,Department of Education,4662,PSAL,173740.92,173740.92,GE INSTR & SCH LEADERSHIP - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,238538.00,0.00,0.00,2024
140500.28,238479.00,Department of Education,1720,DIVISION OF SCHOOL FACILITIES,4868.00,145368.28,CENTRAL ADMINISTRATION - OTPS,0.00,TELEPHONE & OTHER COMMUNICATNS,238479.00,0.00,0.00,2024
0.00,235755.00,City University of New York,6410,ADULT CONTINUING EDUCATION SR,222452.92,222452.92,COMMUNITY COLLEGE PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,235755.00,0.00,0.00,2024
0.00,235740.00,Department of Education,7719,DIIT,805431.74,805431.74,CENTRAL ADMINISTRATION - PS,0.00,OVERTIME,235740.00,0.00,0.00,2024
0.00,234114.00,Department of Education,4305,INSTRUCTIONAL SUPPORT SERV - ELEM / MID,123440.48,123440.48,GE INSTR & SCH LEADERSHIP - OTPS,0.00,LIBRARY BOOKS,234114.00,0.00,0.00,2024
0.00,233167.00,Department of Education,7281,Office of School Health,406587.08,406587.08,CENTRAL ADMINISTRATION - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,233167.00,0.00,0.00,2024
0.00,229548.00,Department of Education,7251,OSEPO,104606.50,104606.50,CENTRAL ADMINISTRATION - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,229548.00,0.00,0.00,2024
0.00,228540.00,Department of Education,2645,OPERATIONS,516162.86,516162.86,SCHOOL SUPPORT ORGANIZATION,0.00,OVERTIME,228540.00,0.00,0.00,2024
0.00,205768.00,Department of Education,2145,OFFICE OF NON PUBLIC SCHOOLS,320806.19,320806.19,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,227746.00,0.00,0.00,2024
0.00,15595.00,Department of Education,7303,Strategic Coordination & Planning,2277065.49,2277065.49,CENTRAL ADMINISTRATION - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,226108.00,0.00,0.00,2024
0.00,175000.00,City University of New York,6910,ADULT CONTINUING EDUCATION SR,183815.71,183815.71,COMMUNITY COLLEGE PS,0.00,SOCIAL SECURITY CONTRIBUTIONS,225000.00,0.00,0.00,2024
0.00,223000.00,Department of Education,7265,OFFICE OF LEGAL SERVICES,5667.95,5667.95,CENTRAL ADMINISTRATION - PS,0.00,LONGEVITY DIFFERENTIAL,223000.00,0.00,0.00,2024
0.00,219550.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,131727.11,131727.11,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV COMPUTER SERVICES,219550.00,0.00,0.00,2024
0.00,218525.00,Department of Education,8870,REIMBURSEABLE SUPPORT - NPS,0.00,0.00,CATEGORICAL PROGRAMS - OTPS,0.00,LIBRARY BOOKS,218525.00,0.00,0.00,2024
1323575.25,212000.00,Department of Education,A481,ARPA for Schools,3429116.35,4752691.60,CATEGORICAL PROGRAMS - OTPS,0.00,PRINTING CONTRACTS,212000.00,0.00,0.00,2024
8820.00,211847.00,Department of Education,8707,UPK DOE SCHOOLS/NYCEEC,655730.53,664550.53,UNIVERSAL PRE-K - OTPS,0.00,PROF SERV DIRECT EDUC SERV,211847.00,0.00,0.00,2024
0.00,211541.00,Department of Education,1720,DIVISION OF SCHOOL FACILITIES,15104.97,15104.97,CENTRAL ADMINISTRATION - PS,0.00,LONGEVITY DIFFERENTIAL,211541.00,0.00,0.00,2024
0.00,31200.00,Department of Education,A408,ARPA for Prek,180168.47,180168.47,UNIVERSAL PRE-K - OTPS,0.00,EQUIPMENT GENERAL,211369.00,0.00,0.00,2024
0.00,210000.00,Department of Education,4148,Literacy Collab on behalf of Schools,4117.20,4117.20,GE INSTR & SCH LEADERSHIP - OTPS,0.00,EQUIPMENT GENERAL,210000.00,0.00,0.00,2024
0.00,209571.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,227475.86,227475.86,CATEGORICAL PROGRAMS - OTPS,0.00,BOOKS-OTHER,209571.00,0.00,0.00,2024
0.00,208219.00,Department of Education,8844,REIMBURSEABLE SUPPORT - INDIRECT COST,-574.12,-574.12,CATEGORICAL PROGRAMS - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,208219.00,0.00,0.00,2024
0.00,208190.00,Department of Education,4620,BEFORE/AFTER SCH TIME & EXTEND USE - HS,3317121.57,3317121.57,GE INSTR & SCH LEADERSHIP - PS,0.00,UNSALARIED,208190.00,0.00,0.00,2024
0.00,203822.00,Department of Education,7207,DIVISION OF ASSESSMENT & ACCOUNTABILITY,557028.56,557028.56,CENTRAL ADMINISTRATION - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,203822.00,0.00,0.00,2024
0.00,202984.00,Department of Education,4901,SE CLASSROOM INSTRUCTION - HIGH SCHOOL,0.00,0.00,SE INSTR & SCH LEADERSHIP -OTPS,0.00,BOOKS-OTHER,202984.00,0.00,0.00,2024
0.00,0.00,City University of New York,6610,ADULT CONTINUING EDUCATION SR,183355.45,183355.45,COMMUNITY COLLEGE-OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,201422.00,0.00,0.00,2024
0.00,200000.00,Pension Contributions,0400,BOARD OF EDUCATION PENSIONS,200000.00,200000.00,CITY ACTUARIAL PENSIONS,0.00,TEACH RET SYS PENS FND RES #2,200000.00,0.00,0.00,2024
0.00,200000.00,Department of Education,1229,DIRECT FIELD OPERATIONS,0.00,0.00,SCHOOL FOOD SERVICES - OTPS,0.00,PROF SERV DIRECT EDUC SERV,200000.00,0.00,0.00,2024
0.00,200000.00,Department of Education,2645,OPERATIONS,6900.00,6900.00,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,EQUIPMENT GENERAL,200000.00,0.00,0.00,2024
0.00,200000.00,Department of Education,2641,TEACHING & LEARNING,1479.75,1479.75,SCHOOL SUPPORT ORGANIZATION,0.00,OVERTIME,200000.00,0.00,0.00,2024
0.00,200000.00,Department of Education,2639,School Support Organization,2800.00,2800.00,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,PROF SERV OTHER,200000.00,0.00,0.00,2024
0.00,200000.00,Department of Education,A481,ARPA for Schools,0.00,0.00,CATEGORICAL PROGRAMS - OTPS,0.00,OFFICE EQUIPMENT MAINTENANCE,200000.00,0.00,0.00,2024
0.00,199660.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,33281.38,33281.38,GE INSTR & SCH LEADERSHIP - PS,0.00,PART-TIME POSITIONS,199660.00,0.00,0.00,2024
0.00,198803.00,Department of Education,4911,RELATED SERVICES - HIGH SCHOOLS,0.00,0.00,SE INSTR & SCH LEADERSHIP -OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,198803.00,0.00,0.00,2024
0.00,0.00,Department of Information Technology and Telecommunications,1015,GOV EDUCATIONAL ACCESS GRANT,198641.33,198641.33,MAYOR'S OFFICE OF MEDIA & ENTERTAINMENT,0.00,PURCH DATA PROCESSING EQUIPT,198642.00,0.00,0.00,2024
0.00,0.00,Department of Education,Z042,PlaNYC Energy Costs,777554.39,777554.39,SCHOOL FACILITIES - OTPS,0.00,PROF SERV OTHER,196309.00,0.00,0.00,2024
8928.72,194106.00,Department of Education,7205,OFFICE OF PUBLIC AFFAIRS,4441595.58,4497133.99,CENTRAL ADMINISTRATION - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,194106.00,46609.69,0.00,2024
0.00,191870.00,Department of Education,8816,REGIONAL & CITYWIDE INST & OPS ADMIN,202424.28,202424.28,CATEGORICAL PROGRAMS - PS,0.00,SUPPLEMENTAL EMPLOYEE WELF BEN,191870.00,0.00,0.00,2024
0.00,191761.00,Department of Education,4335,Office of Community Schools,0.00,0.00,GE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,191761.00,0.00,0.00,2024
0.00,190555.00,Department of Education,7251,OSEPO,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,EQUIPMENT GENERAL,190555.00,0.00,0.00,2024
0.00,190500.00,Department of Education,4148,Literacy Collab on behalf of Schools,0.00,0.00,GE INSTR & SCH LEADERSHIP - OTPS,0.00,DATA PROCESSING SUPPLIES,190500.00,0.00,0.00,2024
0.00,190000.00,Department of Education,4320,BEFORE/AFTR SCH TIME & EXTEND - ELEM/MID,53170.00,53170.00,GE INSTR & SCH LEADERSHIP - OTPS,0.00,EDUCATION & REC FOR YOUTH PRGM,190000.00,0.00,0.00,2024
0.00,189799.00,Department of Education,5121,HOME & HOSPITAL INSTRUCTION,7848264.35,7848264.35,CW SE INSTR & SCHL LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,189799.00,0.00,0.00,2024
0.00,128454.00,Department of Education,4848,SE Centrally Managed School Support,1255568.84,1255568.84,SE INSTR & SCH LEADERSHIP - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,189006.00,0.00,0.00,2024
2328.00,188913.00,Department of Education,7719,DIIT,97445.40,99773.40,CENTRAL ADMINISTRATION - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,188913.00,0.00,0.00,2024
0.00,186991.00,Department of Education,5101,CLASSRM INST & SCH SUPERVISION - CWSPED,240747.87,240747.87,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,BOOKS-OTHER,186991.00,0.00,0.00,2024
0.00,185369.00,Department of Education,7207,DIVISION OF ASSESSMENT & ACCOUNTABILITY,31104.79,31104.79,CENTRAL ADMINISTRATION - PS,0.00,LONGEVITY DIFFERENTIAL,185369.00,0.00,0.00,2024
0.00,69418.00,Department of Education,5115,NYSTL - CITYWIDE SPECIAL EDUCATION,112065.13,112065.13,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,EQUIPMENT GENERAL,184281.00,0.00,0.00,2024
0.00,183224.00,Department of Education,5411,RELATED SERVICES -CENTRALLY ADMINISTERED,1063827.69,1063827.69,SE INSTRUCTIONAL SUPPORT - PS,0.00,OVERTIME,183224.00,0.00,0.00,2024
0.00,0.00,Department of Youth and Community Development,3622,Housing Vouchers,182943.75,182943.75,OTHER THAN PERSONAL SERVICES,0.00,EDUCATION & REC FOR YOUTH PRGM,182944.00,0.00,0.00,2024
0.00,182306.00,Department of Education,8848,REIMBUR SUPPORT-SE INSTRUCTION EL/MID/HS,2502.80,2502.80,CATEGORICAL PROGRAMS - OTPS,0.00,OFFICE EQUIPMENT MAINTENANCE,182306.00,0.00,0.00,2024
0.00,182114.00,Department of Education,4620,BEFORE/AFTER SCH TIME & EXTEND USE - HS,206775.38,206775.38,GE INSTR & SCH LEADERSHIP - OTPS,0.00,DATA PROCESSING SUPPLIES,182114.00,0.00,0.00,2024
0.00,0.00,Department of Education,5105,INSTRUCTIONAL SUPPORT SERVICES - CWSPED,181862.45,181862.45,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,MAINT & OPER OF INFRASTRUCTURE,181863.00,0.00,0.00,2024
0.00,181844.00,Department of Education,5183,TL Match for Chp 683,0.00,0.00,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,PROF SERV DIRECT EDUC SERV,181844.00,0.00,0.00,2024
0.00,180000.00,Department of Education,4648,GE Central Managed Sch Supp,234954.00,234954.00,GE INSTR & SCH LEADERSHIP - PS,0.00,FRINGE BENEFITS-OTHER,180000.00,0.00,0.00,2024
0.00,0.00,Department of Education,5406,SBST - ELEM / MIDD / HS / CW,180000.00,180000.00,SE INSTRUCTIONAL SUPPORT -  OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,180000.00,0.00,0.00,2024
0.00,303846.00,Department of Education,4221,YMI-Centrally Managed for Schools,475531.86,475531.86,GE INSTR & SCH LEADERSHIP - OTPS,0.00,PROF SERV CURRIC & PROF DEVEL,178846.00,0.00,0.00,2024
0.00,161510.00,Department of Education,7290,Office of Community Schools,446037.12,446037.12,CENTRAL ADMINISTRATION - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,177169.00,0.00,0.00,2024
0.00,175682.00,Department of Education,2644,SPECIAL EDUCATION ADMINISTRATION,0.00,0.00,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,EQUIPMENT GENERAL,175682.00,0.00,0.00,2024
0.00,167204.00,Department of Education,7433,DEPUTY CHANCELLOR TEACHING & LEARNING,166459.96,166459.96,CENTRAL ADMINISTRATION - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,175029.00,0.00,0.00,2024
0.00,175005.00,Department of Education,1721,OPERATIONS AND MAINTENANCE,-722416.63,-722416.63,SCHOOL FACILITIES - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,175005.00,0.00,0.00,2024
0.00,174401.00,Department of Education,1731,PROGRAM MANAGMENT & CONTRACT MAINTENANCE,181277.12,181277.12,SCHOOL FACILITIES - PS,0.00,LONGEVITY DIFFERENTIAL,174401.00,0.00,0.00,2024
0.00,171611.00,Department of Education,4625,SUMMER INSTRUCTIONAL PROGRAMS - HS,987350.41,987350.41,GE INSTR & SCH LEADERSHIP - PS,0.00,PARAPROFESSIONAL PER SESSION,171611.00,0.00,0.00,2024
0.00,75000.00,City University of New York,6510,ADULT CONTINUING EDUCATION SR,138339.75,138339.75,COMMUNITY COLLEGE-OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,170710.00,0.00,0.00,2024
0.00,170600.00,Department of Education,8816,REGIONAL & CITYWIDE INST & OPS ADMIN,269703.00,269703.00,CATEGORICAL PROGRAMS - OTPS,0.00,PROF SERV OTHER,170600.00,0.00,0.00,2024
0.00,169739.00,Department of Education,8888,REIMBUR SUP-CENTL SCH SUP PROG & SERV,125358.10,125358.10,CATEGORICAL PROGRAMS - PS,0.00,OVERTIME,169739.00,0.00,0.00,2024
0.00,168290.00,Department of Education,4901,SE CLASSROOM INSTRUCTION - HIGH SCHOOL,23729.60,23729.60,SE INSTR & SCH LEADERSHIP - PS,0.00,NON-PENSIONABLE-PREPARATION PD,168290.00,0.00,0.00,2024
0.00,167249.00,Department of Education,1105,OFFICE OF PUPIL TRANSPORTATION,0.00,0.00,PUPIL TRANSPORTATION - PS,0.00,FULL TIME PEDAGOGICAL PRSONNEL,167249.00,0.00,0.00,2024
0.00,117419.00,Department of Education,7285,TWEED BUSINESS CENTER,681489.98,681489.98,CENTRAL ADMINISTRATION - PS,0.00,FULL YEAR POSITIONS,165786.00,0.00,0.00,2024
0.00,160901.00,Department of Education,7902,City Council Member Items,0.00,0.00,GE INSTR & SCH LEADERSHIP - PS,0.00,FULL YEAR POSITIONS,160901.00,0.00,0.00,2024
0.00,160000.00,Department of Education,4625,SUMMER INSTRUCTIONAL PROGRAMS - HS,0.00,0.00,GE INSTR & SCH LEADERSHIP - OTPS,0.00,BOOKS-OTHER,160000.00,0.00,0.00,2024
0.00,160000.00,Department of Education,7207,DIVISION OF ASSESSMENT & ACCOUNTABILITY,48184.06,48184.06,CENTRAL ADMINISTRATION - PS,0.00,TERMINAL LEAVE,160000.00,0.00,0.00,2024
0.00,160000.00,Department of Education,2317,Field Management,222137.63,222137.63,SCHOOL SUPPORT ORGANIZATION,0.00,TERMINAL LEAVE,160000.00,0.00,0.00,2024
0.00,158957.00,Department of Education,4605,INSTRUCTIONAL SUPPORT SERVICES - HS,207388.62,207388.62,GE INSTR & SCH LEADERSHIP - OTPS,0.00,DATA PROCESSING SUPPLIES,158957.00,0.00,0.00,2024
0.00,158404.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,169687.61,169687.61,GE INSTR & SCH LEADERSHIP - OTPS,0.00,OFFICE EQUIPMENT MAINTENANCE,158404.00,0.00,0.00,2024
0.00,157301.00,Department of Education,5406,SBST - ELEM / MIDD / HS / CW,0.00,0.00,SE INSTRUCTIONAL SUPPORT -  OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,157301.00,0.00,0.00,2024
0.00,156000.00,Department of Education,4901,SE CLASSROOM INSTRUCTION - HIGH SCHOOL,77752.35,77752.35,SE INSTR & SCH LEADERSHIP - PS,0.00,TERMINAL LEAVE,156000.00,0.00,0.00,2024
0.00,155582.00,Department of Education,1048,Office of School and Youth Development,3750.00,3750.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV OTHER,155582.00,0.00,0.00,2024
0.00,155000.00,Department of Education,6102,ULIT CENTRAL,0.00,0.00,EARLY CHILDHOOD PROGRAMS - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,155000.00,0.00,0.00,2024
0.00,153092.00,Department of Education,4301,GE INST & SCHOOL SUPERVISION ELE/MIDDLE,177295.84,177295.84,GE INSTR & SCH LEADERSHIP - OTPS,0.00,TELECOMMUNICATIONS MAINT,153092.00,0.00,0.00,2024
0.00,153000.00,Department of Education,7290,Office of Community Schools,9026.71,9026.71,CENTRAL ADMINISTRATION - PS,0.00,TERMINAL LEAVE,153000.00,0.00,0.00,2024
0.00,413000.00,Department of Education,1487,FUEL,0.00,0.00,ENERGY AND LEASES - OTPS,0.00,SUPPLIES + MATERIALS - GENERAL,152663.00,0.00,0.00,2024
0.00,151822.00,Department of Education,4901,SE CLASSROOM INSTRUCTION - HIGH SCHOOL,34460.00,34460.00,SE INSTR & SCH LEADERSHIP -OTPS,0.00,EQUIPMENT GENERAL,151822.00,0.00,0.00,2024
0.00,151080.00,Department of Education,2648,Youth & Parents,33490.07,33490.07,SCHOOL SUPPORT ORGANIZATION OTPS,0.00,TEMPORARY SERVICES,151080.00,0.00,0.00,2024
0.00,150399.00,Department of Education,1720,DIVISION OF SCHOOL FACILITIES,0.00,0.00,CENTRAL ADMINISTRATION - PS,0.00,TERMINAL LEAVE,150399.00,0.00,0.00,2024
0.00,150000.00,Department of Education,1723,CUSTODIAL OPERATIONS,101283.68,101283.68,SCHOOL FACILITIES - OTPS,0.00,PROF SERV OTHER,150000.00,0.00,0.00,2024
0.00,150000.00,Department of Education,4305,INSTRUCTIONAL SUPPORT SERV - ELEM / MID,163180.74,163180.74,GE INSTR & SCH LEADERSHIP - PS,0.00,NON-PENSIONABLE-PREPARATION PD,150000.00,0.00,0.00,2024
0.00,0.00,Department of Education,7253,Budget and Reporting,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,CONTRACTUAL SERVICES-GENERAL,150000.00,0.00,0.00,2024
0.00,145807.00,Department of Education,7339,Div of Support Services,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV DIRECT EDUC SERV,145807.00,0.00,0.00,2024
0.00,0.00,Department of Information Technology and Telecommunications,1015,GOV EDUCATIONAL ACCESS GRANT,145363.64,145363.64,MAYOR'S OFFICE OF MEDIA & ENTERTAINMENT,0.00,TELECOMMUNICATIONS MAINT,145364.00,0.00,0.00,2024
0.00,145014.00,Department of Education,2640,Field Support Centers (FSC),9009.01,9009.01,SCHOOL SUPPORT ORGANIZATION,0.00,PARAPROFESSIONAL PER SESSION,145014.00,0.00,0.00,2024
0.00,143864.00,Department of Education,8843,REIMBURSEABLE SUPPORT-GE INST ELE/MID/HS,0.00,0.00,CATEGORICAL PROGRAMS - OTPS,0.00,BANK CHARGES PUBLIC ASST ACCT,143864.00,0.00,0.00,2024
0.00,143510.00,Department of Education,5406,SBST - ELEM / MIDD / HS / CW,0.00,0.00,SE INSTRUCTIONAL SUPPORT - PS,0.00,NON-PENSIONABLE-PREPARATION PD,143510.00,0.00,0.00,2024
2635.93,143271.00,Department of Education,5115,NYSTL - CITYWIDE SPECIAL EDUCATION,124465.52,136124.17,CW SE INSTR & SCHL LEADERSHIP - OTPS,0.00,LIBRARY BOOKS,143271.00,9022.72,0.00,2024
0.00,141723.00,Department of Education,7719,DIIT,0.00,0.00,CENTRAL ADMINISTRATION - OTPS,0.00,PROF SERV OTHER,141723.00,0.00,0.00,2024
0.00,0.00,Department of Youth and Community Development,3623,RHY HUD,141421.99,141421.99,OTHER THAN PERSONAL SERVICES,0.00,EDUCATION & REC FOR YOUTH PRGM,141422.00,0.00,0.00,2024
26549.95,137731.00,Department of Youth and Community Development,3562,Cornerstone Special Projects,112433.30,138983.25,OTHER THAN PERSONAL SERVICES,0.00,EDUCATION & REC FOR YOUTH PRGM,140311.00,0.00,0.00,2024
